,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Month,Year,Total.People
83734,20190226X32911,Accident,GAA19CA152,2019-02-25,"Ridgeland, SC",United States,322928N,0805937W,3J1,RIDGELAND-CLAUDE DEAN,Non-Fatal,Substantial,Airplane,N10044,CESSNA,185,No,1.0,Reciprocating,PUBU,,Commercial,Usda Forest Service Fepp,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain directional control during the landing roll, which resulted in a runway excursion and impact with a ditch.",26-09-2020,2.0,2019.0,1.0
83736,20190718X13216,Incident,DCA19WA182,2019-02-26,"London, United Kingdom",United Kingdom,,,,,,,Airplane,EI-DPK,BOEING,737,No,,,NUSC,,Commercial,,0.0,0.0,0.0,0.0,,,,26-09-2020,2.0,2019.0,0.0
83738,20190301X50148,Accident,DCA19CA088,2019-02-27,"Honolulu, HI",United States,021197N,1572551W,,,Non-Fatal,,Airplane,N771AN,BOEING,777,No,2.0,,121,SCHD,Commercial,American Airlines,0.0,1.0,1.0,217.0,VMC,,,13-12-2021,2.0,2019.0,219.0
83743,20200507X01709,Incident,ENG19WA045,2019-02-28,"Devon, United Kingdom, United Kingdom",United Kingdom,,,,,,,Airplane,G-FBEJ,EMBRAER,ERJ190,No,2.0,Turbo Fan,NUSC,SCHD,Commercial,Flybe Ltd,0.0,0.0,0.0,0.0,,,,26-09-2020,2.0,2019.0,0.0
83744,20190302X81245,Accident,ERA19FA112,2019-03-01,"Fort Lauderdale, FL",United States,026958N,0008064W,,,Fatal,Destroyed,Airplane,N145AB,PIPER,PA25,No,1.0,Reciprocating,091,,Commercial,"Aerial Banners North, Inc.",1.0,0.0,0.0,0.0,VMC,,"The pilots failure to maintain proper altitude and clearance while maneuvering during a banner tow flight, which resulted in an in-flight collision with a 19-story building in a heavily congested area. Contributing to the accident were the easterly wind conditions, the pilot's total lack of experience in banner tow operations, and his inadvertent flight over a densely populated area with numerous tall buildings nearby.",28-01-2021,3.0,2019.0,1.0
83745,20190305X14814,Accident,WPR19LA092,2019-03-01,"Melba, ID",United States,432537N,1163716W,MAN,Nampa Muni,Non-Fatal,Substantial,Airplane,N6486J,CESSNA,172,No,1.0,Reciprocating,091,,Commercial,Avcenter Inc.,0.0,0.0,0.0,2.0,VMC,,,26-09-2020,3.0,2019.0,2.0
83748,20190302X55746,Accident,GAA19CA162,2019-03-02,"Scottsdale, AZ",United States,333735N,1115421W,SDL,SCOTTSDALE,Non-Fatal,Substantial,Airplane,N9404F,CESSNA,172,No,1.0,Reciprocating,091,,Commercial,Southwest Flight Center,0.0,0.0,0.0,1.0,VMC,,"The student pilot's failure to maintain the runway heading during a go-around with a crosswind, which resulted in the left main landing gear impacting a runway sign.

",26-09-2020,3.0,2019.0,1.0
83752,20190307X64617,Accident,DCA19WA099,2019-03-03,"Ourgla, Antigua and Barbuda",Antigua and Barbuda,,,,,,Substantial,Airplane,7T-VIO,BEECH,1900,No,,,129,,Commercial,,0.0,0.0,0.0,0.0,,,,26-09-2020,3.0,2019.0,0.0
83754,20190304X65511,Accident,DCA19FA089,2019-03-04,"Presque Isle, ME",United States,464134N,0068241W,KPQI,Presque Isle Intl,Non-Fatal,Substantial,Airplane,N14171,EMBRAER,EMB145,No,,,121,SCHD,Commercial,Commutair,0.0,3.0,0.0,28.0,IMC,,,19-11-2020,3.0,2019.0,31.0
83755,20190313X55023,Incident,DCA19WA108,2019-03-04,"Halifax, Canada",Canada,,,,,,,Airplane,C-FTCA,BOEING,767,No,,,129,,Commercial,Air Canada,0.0,0.0,0.0,0.0,,,,26-09-2020,3.0,2019.0,0.0
83757,20190319X95950,Accident,CEN19WA105,2019-03-04,"Lagunilla, Philippines",Philippines,095853N,0085167E,,,Non-Fatal,Substantial,Airplane,TI-AOP,PIPER,PA34,No,,,NUSN,,Commercial,Prestige Wings SA,0.0,0.0,0.0,2.0,,,,26-09-2020,3.0,2019.0,2.0
83758,20190305X45612,Accident,ERA19FA116,2019-03-05,"Fellsmere, FL",United States,274254N,0803138W,,,Fatal,Substantial,Airplane,N556PU,PIPER,PA28,No,1.0,Reciprocating,091,,Commercial,,1.0,0.0,0.0,0.0,IMC,,The student pilot's loss of control due to spatial disorientation following an encounter with instrument meteorological conditions shortly after takeoff. Contributing to the accident was the failure of both the pilot and the flight school to ensure that the pilot had received the proper endorsements for the flight and the pilots self-imposed pressure to complete the flight in order to remain in the flight program.,,3.0,2019.0,1.0
83760,20190306X84237,Accident,ERA19LA119,2019-03-05,"Stateboro, GA",United States,322831N,0814350W,TBR,Statesboro-Bulloch County,Non-Fatal,Destroyed,Airplane,N101WV,OSTERTAG WALTER G,Velocity RG,Yes,1.0,Reciprocating,091,,Commercial,Mission Hardware Ltd Co,0.0,1.0,0.0,1.0,VMC,,The pilots loss of airplane control while on final approach in gusty wind conditions.,,3.0,2019.0,2.0
83768,20190307X12249,Accident,GAA19CA156,2019-03-07,"Marysville, OH",United States,401328N,0083216W,MRT,Union County,Non-Fatal,Substantial,Airplane,N102XP,JAMES A GRAY,Just Aircraft,Yes,1.0,Reciprocating,091,,Commercial,,0.0,0.0,0.0,1.0,VMC,,"The student pilot's improper landing flare, which resulted in a hard, bounced landing, and his subsequent failure to maintain directional control, which resulted in a runway excursion and ground loop.",26-09-2020,3.0,2019.0,1.0
83769,20190307X15558,Accident,GAA19CA158,2019-03-07,"Wyndmere, ND",United States,462733N,0097117W,,,Non-Fatal,Substantial,Airplane,N726,PIPER,PA18,No,1.0,Reciprocating,091,,Commercial,Larsons Flying Service,0.0,0.0,0.0,2.0,VMC,,"The pilot's exceedance of the airplane's critical angle of attack during an uncoordinated turn while maneuvering at low altitude, which resulted in an aerodynamic stall.  
",26-09-2020,3.0,2019.0,2.0
83772,20190415X00311,Incident,ENG19WA020,2019-03-07,"Lucknow, India",India,,,,,,,Airplane,VT-WGT,AIRBUS,A320,No,,Turbo Fan,NUSC,SCHD,Commercial,GoAir,0.0,0.0,0.0,0.0,,,,26-09-2020,3.0,2019.0,0.0
83774,20190309X93709,Accident,WPR19FA093,2019-03-08,"Pahokee, FL",United States,264717N,0804248W,PHK,Palm Beach County Glades,Fatal,Destroyed,Airplane,N5894Y,PIPER,PA23,No,,Reciprocating,091,,Commercial,,5.0,0.0,0.0,0.0,VMC,,The pilot's failure to maintain control of the airplane while maneuvering for landing with one engine inoperative following a loss of engine power for reasons that could not be determined based on the available information. ,,3.0,2019.0,5.0
83776,20190311X63755,Accident,ERA19LA125,2019-03-08,"Orlando, FL",United States,284922N,0814830W,LEE,Leesburg Intl,Non-Fatal,Substantial,Airplane,N45MJ,PIPER,PA31,No,2.0,Reciprocating,091,,Commercial,,0.0,0.0,0.0,1.0,,,,26-09-2020,3.0,2019.0,1.0
83779,20190312X51344,Accident,ERA19TA122,2019-03-09,"Chamblee, GA",United States,335222N,0084182W,PDK,Dekalb-Peachtree,Non-Fatal,Substantial,Airplane,N505GF,GULFSTREAM,GIV,No,2.0,Turbo Fan,091,,Commercial,Waffle House Inc.,0.0,0.0,0.0,14.0,VMC,,"The flight crews incorrect glidepath and flare to landing, which resulted in a landing area undershoot and the main landing gears collision with the runway threshold.  ",03-12-2020,3.0,2019.0,14.0
83785,20190310X83114,Accident,ERA19WA121,2019-03-09,"Vereda La Bendicion, Colombia",Colombia,003347N,0007341W,,,Fatal,Destroyed,Airplane,HK2494,DOUGLAS,DC3,No,,,NUSC,NSCH,Commercial,LATINOAMERICANA DE SERVICIOS AEREOS - LASER S.A.S,14.0,0.0,0.0,0.0,Unk,,,26-09-2020,3.0,2019.0,14.0
83786,20190319X43344,Incident,DCA19WA114,2019-03-09,"Taiwan, Taiwan (Province of China)",Taiwan,,,,,,,Airplane,B-18211,BOEING,747,No,,,NUSC,SCHD,Commercial,China Airlines,0.0,0.0,0.0,0.0,,,,26-09-2020,3.0,2019.0,0.0
83789,20190310X63916,Accident,DCA19RA101,2019-03-10,"Addis Ababa, Ethiopia",Ethiopia,,,,,Fatal,Destroyed,Airplane,ET-AVJ,BOEING,737,No,,,NUSC,,Commercial,Ethiopian Airlines,157.0,0.0,0.0,0.0,,,,26-09-2020,3.0,2019.0,157.0
83790,20190311X35306,Accident,DCA19CA102,2019-03-10,"Charlotte, NC",United States,351329N,0805619W,CLT,Charlotte/Douglas Intl,Non-Fatal,Substantial,Airplane,N530EA,BOMBARDIER,CL 600 2C10,No,,,121,SCHD,Commercial,"PSA Airlines, Inc.",0.0,1.0,0.0,130.0,IMC,,,13-12-2021,3.0,2019.0,131.0
83791,20190311X92758,Accident,CEN19WA096,2019-03-10,"Escuintla, OF",United States,142248N,0904912W,,,Fatal,Substantial,Airplane,N55500,NORTH AMERICAN,T28,No,,,NUSN,,Commercial,,2.0,0.0,0.0,0.0,,,,,3.0,2019.0,2.0
83792,20190311X02433,Accident,GAA19CA163,2019-03-11,"PARMA, ID",United States,434644N,1165619W,50S,Parma,Non-Fatal,Substantial,Airplane,N400DQ,AIR TRACTOR,AT 400A,No,1.0,Turbo Prop,137,,Commercial,Oregon Trail Air Service Llc,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain directional control during landing in variable wind conditions, which resulted in the right wing impacting muddy terrain.",26-09-2020,3.0,2019.0,1.0
83793,20190311X60909,Accident,GAA19CA161,2019-03-11,"Benton, KS",United States,374628N,0097648W,1K1,Lloyd Stearman Field,Non-Fatal,Substantial,Airplane,N4431C,CESSNA,L19,No,1.0,Reciprocating,091,,Commercial,,0.0,1.0,0.0,1.0,VMC,,"The pilot's receiving instructions failure to maintain directional control during the landing roll, which resulted in impact with trees and a house.",26-09-2020,3.0,2019.0,2.0
83794,20190311X61805,Accident,DCA19CA105,2019-03-11,"Atlanta, GA",United States,333825N,0842539W,KATL,Hartsfield-Jackson Atlanta Int,Non-Fatal,Minor,Airplane,N3756,BOEING,737,No,2.0,,121,SCHD,Commercial,Delta Air Lines,0.0,0.0,0.0,406.0,VMC,,,13-12-2021,3.0,2019.0,406.0
83795,20190313X04852,Accident,GAA19CA172,2019-03-11,"Oskaloosa, IA",United States,411334N,0922938W,OOA,Oskaloosa Muni,Non-Fatal,Substantial,Airplane,N334SL,CESSNA,172,No,1.0,Reciprocating,091,,Commercial,Midwest Aviation Service Inc,0.0,0.0,0.0,1.0,VMC,,"The student pilot's failure to maintain directional control during landing with a left quartering tailwind, which resulted in a runway excursion, impact with a snowbank, and a nose-over.
",26-09-2020,3.0,2019.0,1.0
83796,20190325X03401,Accident,GAA19WA175,2019-03-11,"Rio Pardo, State of Rio Grande do sul, Brazil, Brazil",Brazil,,,,,Fatal,Substantial,Airplane,PR-RVO,CESSNA,188,No,,,NUSN,,Commercial,"Brazil, NITZ AVICAO-EPP",1.0,0.0,0.0,0.0,,,,26-09-2020,3.0,2019.0,1.0
83797,20190425X02601,Accident,GAA19WA222,2019-03-11,"Bolivar, Venezuela",Venezuela,,,SVSC,,Fatal,Destroyed,Airplane,YV1801,CESSNA,U206,No,,,NUSN,,Commercial,,2.0,0.0,1.0,0.0,,,,26-09-2020,3.0,2019.0,3.0
83799,20190312X50739,Accident,ERA19LA123,2019-03-12,"Latrobe, PA",United States,401623N,0792430W,LBE,Arnold Palmer Rgnl,Non-Fatal,Substantial,Airplane,N945WS,BEECH,A100,No,2.0,Turbo Prop,091,,Commercial,,0.0,0.0,0.0,4.0,VMC,,"A landing gear collapse due to the separation of the actuator pinion bearing support from the actuator, which resulted in the failure of the actuator shaft. 
 ",03-12-2020,3.0,2019.0,4.0
83800,20190312X95456,Accident,ERA19FA124,2019-03-12,"Madeira, OH",United States,391046N,0842249W,,,Fatal,Substantial,Airplane,N400JM,PIPER,PA31,No,2.0,Reciprocating,091,,Commercial,"MARC, Inc.",1.0,0.0,0.0,0.0,VMC,,"Fuel starvation to the left engine and the resulting  loss of engine power to that engine, and a loss of airplane control due to the pilot's failure to maintain the minimum controllable airspeed.",26-09-2020,3.0,2019.0,1.0
83801,20190313X14450,Accident,GAA19CA165,2019-03-12,"Akron, CO",United States,401032N,1031319W,AKO,Colorado Plains Rgnl,Non-Fatal,Substantial,Airplane,N418DE,CIRRUS,SR20,No,1.0,Reciprocating,091,,Commercial,Independence Aviation LLC,0.0,0.0,0.0,1.0,VMC,,"The student pilot's failure to maintain directional control during landing, which resulted in a runway excursion and collision with a drainage culvert. ",26-09-2020,3.0,2019.0,1.0
83803,20190313X85945,Accident,ERA19LA160,2019-03-13,"Easton, MD",United States,384647N,0076517W,ESN,Easton/Newnam Field,Non-Fatal,Substantial,Airplane,N33305,PIPER,PA28R,No,1.0,Reciprocating,091,,Commercial,Navy Annapolis Flight Center,0.0,0.0,0.0,2.0,VMC,,The loss of engine power for reasons that could not be determined because postaccident engine examination and testing revealed no preimpact mechanical malfunctions or failures that would have precluded normal operation.,26-09-2020,3.0,2019.0,2.0
83809,20190314X60852,Accident,CEN19FA099,2019-03-14,"Lakeway, TX",United States,030215N,0975938W,3R9,Lakeway Airpark,Fatal,Substantial,Airplane,N8620B,CESSNA,172,No,1.0,Reciprocating,091,,Commercial,,1.0,0.0,1.0,0.0,VMC,,"A partial loss of engine power for reasons that could not be determined, and the flight instructor's exceedance of the airplane's critical angle of attack while maneuvering for a forced landing, which resulted in an aerodynamic stall and subsequent loss of control.",03-12-2020,3.0,2019.0,2.0
83814,20190315X11250,Accident,GAA19CA167,2019-03-15,"Yakima, WA",United States,046341N,1203214W,YKM,YAKIMA AIR TERMINAL/MCALLISTER,Non-Fatal,Substantial,Airplane,N767CC,CUB CRAFTERS,CC18,No,1.0,Reciprocating,091,,Commercial,L-Bird Llc,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to maintain directional control during landing, which resulted in a ground loop, and the flight instructor's delayed remedial action.

",26-09-2020,3.0,2019.0,2.0
83815,20190315X63853,Accident,GAA19CA170,2019-03-15,"Moberly, MO",United States,392751N,0922555W,MBY,Omar N Bradley,Non-Fatal,Substantial,Airplane,N4926M,PIPER,PA 11,No,1.0,Reciprocating,091,,Commercial,,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain directional control during the landing roll in gusting wind conditions.,,3.0,2019.0,1.0
83817,20190315X83105,Accident,GAA19CA169,2019-03-15,"Madras, OR",United States,444013N,0121919W,S33,Madras Municipal,Non-Fatal,Substantial,Airplane,N64895,CESSNA,152,No,1.0,Reciprocating,091,,Commercial,Hillsboro Aero Academy Llc,0.0,0.0,0.0,1.0,VMC,,"The student pilot's failure to maintain directional control during the aborted landing, which resulted in a collision with a snow berm and a subsequent nose-over. ",26-09-2020,3.0,2019.0,1.0
83820,20190401X23202,Incident,DCA19WA131,2019-03-15,"Jogyakarta, Indonesia",Indonesia,,,,,,Minor,Airplane,PK-GFL,BOEING,737,No,,,NUSC,,Commercial,,0.0,0.0,0.0,0.0,,,,26-09-2020,3.0,2019.0,0.0
83822,20190318X63245,Accident,ANC19LA015,2019-03-16,"Talkeetna, AK",United States,621959N,0150443W,TKA,TALKEETNA,Non-Fatal,Substantial,Airplane,N7095S,CESSNA,150,No,1.0,Reciprocating,091,,Commercial,,0.0,0.0,0.0,2.0,VMC,,"A loss of pitch control for an undetermined reason, which resulted in a collision with terrain during an emergency landing. 
",03-12-2020,3.0,2019.0,2.0
83823,20190317X93630,Accident,CEN19FA100,2019-03-17,"Plain City, OH",United States,401118N,0831216W,,,Fatal,Destroyed,Airplane,N424TW,CESSNA,421,No,2.0,Reciprocating,091,,Commercial,Phoenix Flight Test,1.0,0.0,0.0,0.0,IMC,,"A loss of airspeed indication due to icing of the airplane's pitot probe, and the pilot's loss of control while maneuvering.
",03-12-2020,3.0,2019.0,1.0
83833,20190321X84610,Accident,GAA19CA174,2019-03-21,"Atmautluak, AK",United States,605150N,1621626W,4A2,Atmautluak,Non-Fatal,Substantial,Airplane,N5544F,PIPER,PA32R,No,1.0,Reciprocating,135,SCHD,Commercial,Yute Commuter Service,0.0,0.0,0.0,5.0,Unk,,The airplane's encounter with a snow-covered pothole during taxi.,,3.0,2019.0,5.0
83837,20190325X75627,Accident,GAA19CA190,2019-03-21,"Hollywood, FL",United States,255956N,0801425W,HWO,NORTH PERRY,Non-Fatal,Minor,Airplane,N20521,CESSNA,172,No,1.0,Reciprocating,091,,Commercial,Atlantis Flight Academy Inc,0.0,0.0,0.0,3.0,VMC,,"The student pilot's failure to maintain adequate clearance from the stopped airplane while attempting to taxi around it.

",26-09-2020,3.0,2019.0,3.0
83839,20190425X11600,Accident,GAA19WA223,2019-03-22,"Bocona, Venezuela",Venezuela,093138N,0070535W,SVCA,"Edo, Miranda",Fatal,Destroyed,Airplane,YV1606,CESSNA,A185,No,,,NUSN,,Commercial,,1.0,0.0,0.0,0.0,,,,26-09-2020,3.0,2019.0,1.0
83840,20190323X91950,Accident,ERA19FA134,2019-03-23,"Calhoun, GA",United States,034275N,0084573W,CZL,TOM B DAVID FLD,Fatal,Substantial,Airplane,N257AR,HOGAN,Innovator,Yes,,Reciprocating,091,,Commercial,,1.0,0.0,0.0,0.0,VMC,,"The pilot's failure to maintain aircraft control during the airplane's second test flight, which resulted in a collision with terrain. Contributing to the accident was the pilot allowing external pressures to guide his decision to fly the airplane when he possessed little total flight experience, no recent flight experience, and no experience in the accident airplane or similar airplane.",03-12-2020,3.0,2019.0,1.0
83851,20190325X85524,Accident,GAA19CA234,2019-03-24,"Philadelphia, PA",United States,040515N,0075020W,PNE,NORTHEAST PHILADELPHIA,Non-Fatal,Substantial,Airplane,N358MN,CESSNA,T310,No,2.0,Reciprocating,091,,Commercial,Keystone Aerial Surveys Inc,0.0,0.0,0.0,3.0,VMC,,"The pilots and flight instructor's failure to verify that the landing gear were extended, which resulted in a gear-up landing. Contributing to the accident was the flight instructors inadvertent pulling of the landing gear motor circuit, which prevented the landing gear from extending.

",26-09-2020,3.0,2019.0,3.0
83852,20190401X22022,Incident,DCA19WA129,2019-03-24,"Santa Cruz de la Sierra, Saint Barthelemy",Saint Barthelemy,,,,,,,Airplane,CP-3020,BOEING,737,No,,,NUSC,,Commercial,,0.0,0.0,0.0,0.0,,,,26-09-2020,3.0,2019.0,0.0
83853,20190617X11320,Incident,ENG19WA025,2019-03-24,"Guwahati, India",India,,,,,,,Airplane,VT-ITJ,AIRBUS,A320,No,2.0,Turbo Fan,UNK,SCHD,Commercial,IndiGo,0.0,0.0,0.0,0.0,,,,26-09-2020,3.0,2019.0,0.0
83857,20190327X95735,Accident,GAA19CA193,2019-03-26,"Pella, IA",United States,041244N,0925645W,PEA,Pella Muni,Non-Fatal,Substantial,Airplane,N7127G,CESSNA,172,No,1.0,Reciprocating,091,,Commercial,Classic Aviation Inc,0.0,0.0,0.0,2.0,VMC,,"The student pilot's failure to maintain the runway heading and the flight instructor's delayed remedial action during landing, which resulted in the instructor landing the airplane in grass left of the runway and a subsequent nose-over.",26-09-2020,3.0,2019.0,2.0
83858,20190506X73508,Incident,DCA19WA144,2019-03-26,"Las Palmas, Spain",Spain,,,,,,,Airplane,G-TAWA,BOEING,737,No,,,NUSC,,Commercial,,0.0,0.0,0.0,0.0,,,,26-09-2020,3.0,2019.0,0.0
83861,20190328X91943,Accident,GAA19CA185,2019-03-28,"Hermiston, OR",United States,454912N,1191651W,HRI,HERMISTON MUNI,Non-Fatal,Substantial,Airplane,N4250X,ROCKWELL,S 2R,No,1.0,Turbo Prop,137,,Commercial,AG Specialties INC.,0.0,1.0,0.0,0.0,VMC,,"The pilot's distraction due to a spray handle opening and his improper pitch trim setting during final approach, which resulted in an excessive pitchdown when he took his hand off the controls to close the handle.

",26-09-2020,3.0,2019.0,1.0
83863,20190401X22803,Accident,DCA19CA130,2019-03-28,"Nashville, TN",United States,036728N,0864041W,KBNA,Nashville International Airpor,,Substantial,Airplane,N249WN,BOEING,737,No,2.0,Turbo Fan,121,SCHD,Commercial,Southwest Airlines,0.0,0.0,0.0,0.0,VMC,,a collision with a bird.,26-09-2020,3.0,2019.0,0.0
83864,20191217X11159,Accident,ERA19CA289,2019-03-28,"Winder, GA",United States,335858N,0083402W,WDR,BARROW COUNTY,Non-Fatal,Substantial,Airplane,N6412W,PIPER,PA28,No,1.0,Reciprocating,091,,Commercial,Flying Otter Aviation Llc,0.0,0.0,0.0,2.0,VMC,,"The student pilots loss of airplane control, the flight instructor's delayed remedial action, and the student's delay in relinquishing the flight controls, which resulted in the airplane striking a runway sign during a go-around. 
",26-09-2020,3.0,2019.0,2.0
83868,20190402X22543,Incident,ENG19WA016,2019-03-29,"Osaka, Japan",Japan,,,RJBB,Kansai International Airport,,,Airplane,VH-VKJ,BOEING,787,No,2.0,Turbo Fan,UNK,SCHD,Commercial,Jetstar Airways,0.0,0.0,0.0,0.0,,,,26-09-2020,3.0,2019.0,0.0
83873,20190402X05318,Accident,GAA19WA188,2019-03-30,"Snowshoe Lake, Ontario, Canada",Canada,503518N,0095558E,,"Snowshoe Lake, Canada",Fatal,Substantial,Airplane,C-FLDQ,PIPER,J3C,No,,,NUSN,,Commercial,,1.0,0.0,1.0,0.0,,,,26-09-2020,3.0,2019.0,2.0
83875,20190408X91851,Accident,GAA19WA201,2019-03-30,"Castel Viscardo, Italy",Italy,424413N,0115851E,,,Fatal,Destroyed,Airplane,I-DRAW,MORAVAN,Z-50LA,No,,,NUSN,,Commercial,,1.0,0.0,0.0,0.0,,,,26-09-2020,3.0,2019.0,1.0
83881,20190402X02912,Accident,GAA19WA187,2019-03-31,"Egelsbach (Germany), Germany",Germany,,,,,Fatal,Destroyed,Airplane,RA-2151G,EPIG,1000LT,Yes,,,NUSN,,Commercial,S7 Group,3.0,0.0,0.0,0.0,,,,26-09-2020,3.0,2019.0,3.0
83884,20190409X53355,Incident,ENG19WA018,2019-04-01,"Jaipur, India",India,,,,,,,Airplane,VT-IVB,AIRBUS,A320,No,,Turbo Fan,NUSC,SCHD,Commercial,Indigo,0.0,0.0,0.0,0.0,,,,26-09-2020,4.0,2019.0,0.0
83886,20190402X91643,Accident,GAA19CA194,2019-04-02,"Clemson, SC",United States,344019N,0082531W,CEU,OCONEE COUNTY RGNL,Non-Fatal,Substantial,Airplane,N54222,CESSNA,172,No,1.0,Reciprocating,091,,Commercial,Velocity Aviation Llc,0.0,1.0,0.0,0.0,VMC,,"The pilot's failure to maintain directional control during the landing roll and his exceedance of the airplane's critical angle of attack when it inadvertently became airborne, which resulted in an aerodynamic stall.

",26-09-2020,4.0,2019.0,1.0
83888,20190404X83424,Accident,GAA19WA197,2019-04-02,"Solunska glava (LBSF), Republic of North Macedonia",Republic of North Macedonia,,,,,Fatal,Destroyed,Airplane,D-EUIB,CESSNA,P210,No,,,NUSN,,Commercial,,4.0,0.0,0.0,0.0,,,,26-09-2020,4.0,2019.0,4.0
83889,20190409X45608,Incident,ENG19WA017,2019-04-02,"Pune, India",India,,,,,,,Airplane,VT-ITG,AIRBUS,A320,No,,Turbo Fan,NUSC,SCHD,Commercial,Indigo,0.0,0.0,0.0,0.0,,,,26-09-2020,4.0,2019.0,0.0
83897,20190506X84901,Accident,DCA19CA146,2019-04-05,"Atlanta, GA",United States,333838N,0842613W,KATL,Hartsfield - Jackson Atlanta I,,Substantial,Airplane,N977DL,MCDONNELL DOUGLAS,MD88,No,2.0,Turbo Fan,121,SCHD,Commercial,Delta Air Lines,0.0,0.0,0.0,0.0,VMC,,failure of the tug driver to give way to the taxiing airplane.,26-09-2020,4.0,2019.0,0.0
83899,20190408X05930,Accident,ERA19CA148,2019-04-08,"Lancaster, PA",United States,004078N,0761758W,LNS,LANCASTER,Non-Fatal,Substantial,Airplane,N68727,CESSNA,152,No,1.0,Reciprocating,091,,Commercial,,0.0,1.0,0.0,0.0,VMC,,"The student pilot's failure to maintain directional control during takeoff, which resulted in a runway excursion and impact with a runway marker.
",26-09-2020,4.0,2019.0,1.0
83900,20190408X94603,Accident,WPR19FA106,2019-04-08,"Santa Fe, NM",United States,353719N,0106612W,SAF,Santa Fe Muni,Fatal,Destroyed,Airplane,N118LS,TECNAM,P2002,No,1.0,Reciprocating,091,,Commercial,,2.0,0.0,0.0,0.0,VMC,,"The flight instructors failure to maintain adequate airspeed during the initial climb after takeoff, which resulted in an exceedance of the airplane's critical angle of attack, an aerodynamic stall, and loss of control. ",24-06-2021,4.0,2019.0,2.0
83901,20190409X93152,Accident,WPR19WA107,2019-04-08,"Wongabel, Australia",Australia,,,,,Fatal,Destroyed,Airplane,VH-DJN,CESSNA,182,No,1.0,Reciprocating,NUSN,,Commercial,,1.0,0.0,0.0,0.0,,,,26-09-2020,4.0,2019.0,1.0
83902,20190409X51503,Accident,CEN19FA117,2019-04-09,"Harlingen, TX",United States,261733N,0974554W,,,Fatal,Destroyed,Airplane,N7314D,AIR TRACTOR,AT 502,No,1.0,Turbo Prop,137,,Commercial,Rowland Dusters,1.0,0.0,0.0,0.0,VMC,,,26-09-2020,4.0,2019.0,1.0
83903,20190410X51002,Accident,GAA19CA202,2019-04-10,"Sisters, OR",United States,453519N,1223549W,6K5,Sisters Eagle Air,Non-Fatal,Substantial,Airplane,N92798,PIPER,PA 12,No,1.0,Reciprocating,091,,Commercial,Tailwheel Productions Llc,0.0,1.0,0.0,1.0,VMC,,"The pilot's failure to maintain pitch control during the landing roll, which resulted in a nose-over. ",26-09-2020,4.0,2019.0,2.0
83907,20190411X53531,Accident,DCA19LA134,2019-04-11,"New York, NY",United States,403829N,0734641W,JFK,John F Kennedy Intl,Non-Fatal,Substantial,Airplane,N114NN,AIRBUS,A321,No,2.0,,121,SCHD,Commercial,American Airlines,0.0,0.0,0.0,110.0,VMC,,,12-05-2021,4.0,2019.0,110.0
83908,20190411X54423,Accident,GAA19CA203,2019-04-11,"Fullteron, CA",United States,335219N,1175847W,FUL,Fullerton Muni,Non-Fatal,Substantial,Airplane,N9964L,CESSNA,172,No,1.0,Reciprocating,091,,Commercial,Fun Outside Avaition,0.0,0.0,0.0,1.0,VMC,,"The student pilot's failure to maintain directional control during the landing roll, which resulted in a runway excursion and nose-over.",26-09-2020,4.0,2019.0,1.0
83911,20190412X45210,Accident,DCA19CA137,2019-04-12,"Fort Meyers, FL",United States,263154N,0814542W,RSW,Southwest Florida Intl,Non-Fatal,,Airplane,N31412,BOEING,737,No,2.0,,121,SCHD,Commercial,United Airlines,0.0,0.0,1.0,107.0,VMC,,,13-12-2021,4.0,2019.0,108.0
83912,20190412X55549,Incident,ENG19RA019,2019-04-12,"Tambo International Airport, South Africa",South Africa,,,,,,,Airplane,ZS-SSJ,AVRO,146,No,,,UNK,,Commercial,,0.0,0.0,0.0,0.0,,,,26-09-2020,4.0,2019.0,0.0
83913,20190415X62333,Accident,ANC19LA016,2019-04-12,"Bethel, AK",United States,006120N,0016180W,,,Non-Fatal,Substantial,Airplane,N4466T,PIPER,PA-32-300,No,1.0,Reciprocating,135,NSCH,Commercial,Paklook Air Inc,0.0,0.0,0.0,4.0,VMC,,,04-11-2021,4.0,2019.0,4.0
83922,20190430X74129,Incident,GAA19WA230,2019-04-13,"Bournemouth, Dorset, United Kingdom",United Kingdom,,,,,Non-Fatal,,Airplane,N680KH,CESSNA,CJ1,No,,,NUSN,,Commercial,Aviation Trust Co,0.0,0.0,0.0,4.0,,,,26-09-2020,4.0,2019.0,4.0
