,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Month,Year,Total.People
86645,20201026102191,Accident,CEN21LA027,2020-10-24,"Longmont, CO",United States,040952N,0105949W,KLMO,Vance Brand Airport,Non-Fatal,Substantial,Airplane,N9943W,CCX-2000-0081 LLC,CCX-2000,Yes,1.0,Reciprocating,091,NSCH,Personal,,0.0,0.0,1.0,1.0,VMC,,The pilot failed to maintain control of the airplane during landing.,,10.0,2020.0,2.0
86647,20201026102194,Accident,CEN21LA029,2020-10-24,"Geuda Springs, KS",United States,031242N,0971259W,NONE,McClaskey,Non-Fatal,Substantial,Airplane,N5910A,CESSNA,172,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,The pilots failure to determine the airplanes takeoff performance from an off-airport field which resulted in an aborted takeoff and impact with a fence and terrain. Contributing to the accident was the delayed aborted takeoff. ,,10.0,2020.0,2.0
86649,20201026102195,Accident,WPR21FA025,2020-10-24,"Cordes Lakes, AZ",United States,341754N,0112058W,,,Fatal,Substantial,Airplane,N25NL,LANCAIR,235,Yes,1.0,,091,,Personal,,2.0,0.0,0.0,0.0,VMC,,,12-11-2020,10.0,2020.0,2.0
86650,20201027102201,Accident,WPR21LA028,2020-10-24,"Los Alamos, NM",United States,355247N,0106167W,KLAM,Los Alamos Airport,Non-Fatal,Substantial,Airplane,N8251M,CESSNA,T210K,No,1.0,Reciprocating,091,,Personal,Traveler Holdings LLC,0.0,0.0,0.0,2.0,VMC,,"The pilots failure to extend the landing gear, which resulted in the airplane landing with the landing gear retracted.   ",26-08-2021,10.0,2020.0,2.0
86651,20201112102279,Accident,CEN21LA057,2020-10-24,"Tishomingo, OK",United States,341124N,0096360W,,,Non-Fatal,Substantial,Airplane,N183V,CIRRUS,SR22,No,1.0,,091,,Personal,Leatherneck Oilfield Service Inc,0.0,4.0,0.0,0.0,VMC,,,11-03-2021,10.0,2020.0,4.0
86652,20201025102185,Accident,CEN21FA026,2020-10-25,"Woodbranch, TX",United States,301056N,0951134W,,,Fatal,Destroyed,Airplane,N26136,GRUMMAN,AA5,No,1.0,,091,NSCH,Personal,,2.0,0.0,0.0,0.0,IMC,,,23-08-2021,10.0,2020.0,2.0
86653,20201025102186,Accident,ERA21FA029,2020-10-25,"Dunnellon, FL",United States,002950N,0822141W,,,Fatal,Substantial,Airplane,N724BC,CESSNA,172,No,1.0,,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,,04-11-2020,10.0,2020.0,1.0
86654,20201026102187,Accident,ERA21LA030,2020-10-25,"Baxley, GA",United States,314250N,0822338W,BHC,Baxley Municipal Airport,Non-Fatal,Substantial,Airplane,N920JL,GRUMMAN,AA5,No,1.0,,091,,Personal,,0.0,1.0,0.0,2.0,VMC,,,18-11-2020,10.0,2020.0,3.0
86656,20201026102196,Accident,CEN21LA030,2020-10-26,"Lubbock, TX",United States,333338N,0101506W,LBB,Lubbock Preston Smith Internat,Fatal,Destroyed,Airplane,N9622T,CESSNA,210,No,1.0,,091,,Personal,,1.0,0.0,0.0,0.0,IMC,,,06-11-2020,10.0,2020.0,1.0
86664,20201029102213,Accident,CEN21LA037,2020-10-28,"Wabash, IN",United States,404543N,0854756W,IWH,Wabash Municipal,Non-Fatal,Substantial,Airplane,N9171E,AERONCA,11AC,No,1.0,Reciprocating,091,NSCH,Personal,,0.0,0.0,0.0,1.0,VMC,,The pilots failure to properly secure the airplane before beginning the engine start sequence.,,10.0,2020.0,1.0
86666,20201029102215,Accident,WPR21LA030,2020-10-29,"Las Vegas, NV",United States,036134N,1151137W,,,Fatal,Destroyed,Airplane,N101G,CESSNA,310,No,,,091,,Personal,,2.0,0.0,0.0,0.0,VMC,,,03-11-2020,10.0,2020.0,2.0
86671,20210525103139,Accident,CEN21LA233,2020-10-30,"Edinburg, TX",United States,262630N,0098720W,EBG,SOUTH TEXAS INTL AT EDINBURG,Non-Fatal,Substantial,Airplane,N76933,CESSNA,140,No,1.0,,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,,08-06-2021,10.0,2020.0,1.0
86673,20201031102218,Accident,WPR21LA032,2020-10-31,"Billings, MT",United States,454845N,1083112W,KBIL,Billings Logan International A,Fatal,Substantial,Airplane,N124TW,CESSNA,172,No,1.0,,091,,Personal,Donald C Nimmick,1.0,0.0,0.0,0.0,VMC,,,17-11-2020,10.0,2020.0,1.0
86676,20201102102223,Accident,ERA21LA035,2020-11-01,"Ellicott, NY",United States,042938N,0791424W,JHW,Chautauqua County/Jamestown Ai,Fatal,Destroyed,Airplane,N791GA,GRUMMAN,GA7,No,2.0,,091,,Personal,Majestic Aviation,3.0,0.0,0.0,0.0,IMC,,,17-11-2020,11.0,2020.0,3.0
86678,20201106102243,Accident,ERA21LA038,2020-11-01,"Warner Robins, GA",United States,323338N,0834036W,5A2,Warner Robins Airpark,Non-Fatal,Substantial,Airplane,N3225B,PIPER,PA22,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,0.0,VMC,,"The pilots improper compensation for shifting wind conditions, which resulted in a runway excursion and a subsequent nose over.",15-07-2021,11.0,2020.0,1.0
86679,20201103102224,Accident,WPR21LA034,2020-11-02,"Minden, NV",United States,385959N,0119459W,MEV,Minden Airport,Non-Fatal,Substantial,Airplane,N755MG,AMERICAN LEGEND,AL-3 Cub,Yes,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,0.0,VMC,,"The pilot's failure to maintain directional control during landing, which resulted in the airplane nosing over. ",31-08-2021,11.0,2020.0,1.0
86680,20201103102226,Accident,WPR21LA035,2020-11-02,"Camano, WA",United States,481512N,0122257W,,Price Airstrip (Private),Non-Fatal,Substantial,Airplane,N3841D,CARBON,Cub,Yes,1.0,Reciprocating,091,,Personal,,0.0,2.0,0.0,0.0,VMC,,"The pilots failure to maintain adequate airspeed and his exceedance of the airplanes critical angle of attack, which resulted in an aerodynamic stall while maneuvering to final approach.",15-07-2021,11.0,2020.0,2.0
86682,20201104102235,Accident,CEN21LA040,2020-11-03,"Weslaco, TX",United States,261043N,0975826W,TXW,Mid Valley Airport,Non-Fatal,Substantial,Airplane,N87715,PIPER,J3C,No,1.0,,091,,Personal,,0.0,1.0,1.0,0.0,VMC,,,18-11-2020,11.0,2020.0,2.0
86684,20201105102242,Accident,ERA21LA037,2020-11-03,"Warrenton, GA",United States,033220N,0823722W,PVT,Private,Non-Fatal,Destroyed,Airplane,N6484X,CESSNA,180,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,1.0,0.0,VMC,,The pilots failure to attain the proper touchdown point which resulted in a runway overrun and collision with trees.,,11.0,2020.0,1.0
86688,20201109102249,Accident,CEN21LA045,2020-11-05,"Edgard, LA",United States,003022N,0903314W,PVT,Private,Non-Fatal,Substantial,Airplane,N339PW,CUNNINGHAM,Just Acft Superstol,Yes,1.0,,091,NSCH,Personal,,0.0,0.0,0.0,1.0,VMC,,,25-11-2020,11.0,2020.0,1.0
86689,20201109102254,Accident,CEN21LA046,2020-11-05,"Fremont, MI",United States,043267N,0855945W,FFX,Fremont Municipal Airport,Non-Fatal,Substantial,Airplane,N4856K,NAVION,A,No,1.0,Reciprocating,091,NSCH,Personal,,0.0,1.0,0.0,1.0,VMC,,"The pilots improper positioning of the fuel selector during takeoff, which was not in accordance with the preflight checklist and resulted in fuel starvation, a subsequent total loss of engine power, and an aerodynamic stall during an attempted forced landing.",15-07-2021,11.0,2020.0,2.0
86691,20201106102244,Accident,WPR21LA038,2020-11-06,"Chandler, AZ",United States,033168N,1114835W,CHD,Chandler,Non-Fatal,Substantial,Airplane,N8700G,CESSNA,150F,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The pilots inadequate preflight inspection and fuel planning, which resulted in a total loss of engine power due to fuel exhaustion.   ",31-08-2021,11.0,2020.0,2.0
86692,20201107102245,Accident,CEN21FA043,2020-11-06,"Fredericksburg, TX",United States,301456N,0985640W,,,Fatal,Destroyed,Airplane,N617Q,BEECH,J35,No,1.0,,091,NSCH,Personal,,1.0,2.0,0.0,0.0,VMC,,,03-12-2020,11.0,2020.0,3.0
86697,20201112102278,Accident,WPR21LA049,2020-11-06,"Byron, CA",United States,374923N,1213747W,C83,Byron Airport,Non-Fatal,Substantial,Airplane,N975G,VANS,RV-12,Yes,1.0,,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,,01-12-2020,11.0,2020.0,2.0
86701,20201109102256,Accident,CEN21LA047,2020-11-07,"Ardmore, OK",United States,034740N,0097348W,,,Non-Fatal,Substantial,Airplane,N331BW,ERCOUPE,415,No,1.0,,091,,Personal,,0.0,2.0,1.0,0.0,VMC,,,17-11-2020,11.0,2020.0,3.0
86702,20201110102260,Accident,CEN21LA048,2020-11-07,"Greenville, MI",United States,043832N,0851514W,6D6,Greenville Municipal Airport,Non-Fatal,Substantial,Airplane,N9993W,PIPER,PA-28-140,No,1.0,,091,NSCH,Personal,TALON AVIATION LLC,0.0,0.0,0.0,3.0,VMC,,,08-12-2020,11.0,2020.0,3.0
86705,20201108102248,Accident,CEN21LA044,2020-11-08,"Dunn Center, ND",United States,471338N,0102310W,,,Fatal,Destroyed,Airplane,N3606A,PIPER,PA-22-135,No,1.0,,091,,Personal,,1.0,0.0,0.0,0.0,,,,18-12-2020,11.0,2020.0,1.0
86707,20201110102262,Accident,CEN21LA049,2020-11-08,"Circleville, OH",United States,393127N,0825854W,,,Non-Fatal,Substantial,Airplane,N33DW,PIPER,PA32,No,,,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,,17-11-2020,11.0,2020.0,1.0
86709,20201113102281,Accident,CEN21LA058,2020-11-08,"Waukegan, IL",United States,422512N,0875212E,UGN,Waukegan National Airport,Non-Fatal,Substantial,Airplane,N77759,TEMCO,GC-1B,No,1.0,Reciprocating,091,NSCH,Personal,,0.0,0.0,0.0,2.0,VMC,,The pilots failure to maintain directional control during takeoff with a crosswind that resulted in a ground loop and impact with terrain.,,11.0,2020.0,2.0
86711,20210310102740,Accident,ERA21LA150,2020-11-08,"Montgomery, NY",United States,413043N,0741549W,MGJ,ORANGE COUNTY,Non-Fatal,Substantial,Airplane,N139PC,AMERICAN CHAMPION AIRCRAFT,7GCBC,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The pilots failure to maintain directional control during landing, resulting in a ground loop and structural damage to the airframe.",24-08-2021,11.0,2020.0,2.0
86714,20201110102263,Accident,ERA21LA041,2020-11-09,"Laconia, NH",United States,433436N,0712414W,LCI,Laconia Municipal,Non-Fatal,Substantial,Airplane,N3296F,MOONEY,M20C,No,1.0,Reciprocating,091,,Personal,,0.0,2.0,0.0,0.0,VMC,,The pilots failure to maintain adequate clearance from trees during an approach in sun glare and hazy conditions. ,,11.0,2020.0,2.0
86716,20201123102331,Accident,WPR21LA061,2020-11-09,"Arch Cape, OR",United States,045462N,0123596W,,,Fatal,Destroyed,Airplane,N1444V,CESSNA,172,No,1.0,,091,,Personal,Hans R. Hoppe,1.0,0.0,0.0,0.0,VMC,,The pilots descent into the ocean for reasons that could not be determined. ,,11.0,2020.0,1.0
86718,20201111102266,Accident,WPR21FA044,2020-11-10,"Grass Valley, CA",United States,391127N,1205955W,,,Fatal,Substantial,Airplane,N6380A,PIPER,PA38,No,1.0,,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,,01-12-2020,11.0,2020.0,1.0
86722,20201113102284,Accident,WPR21LA052,2020-11-11,"Fallbrook, CA",United States,332121N,0117155W,L18,FALLBROOK AIRPARK,Non-Fatal,Substantial,Airplane,N57517,BELLANCA,7GCBC,No,1.0,,091,,Personal,,0.0,1.0,0.0,0.0,VMC,,,24-11-2020,11.0,2020.0,1.0
86723,20201112102275,Accident,CEN21LA055,2020-11-12,"Rockwall, TX",United States,325612N,0962611W,F46,Rockwall Municipal Airport,Fatal,Substantial,Airplane,N7306H,CESSNA,182,No,1.0,,091,,Personal,,2.0,0.0,0.0,0.0,VMC,,,11-03-2021,11.0,2020.0,2.0
86725,20201113102283,Accident,WPR21LA051,2020-11-12,"Moab, UT",United States,381156N,1094223W,,,Non-Fatal,Substantial,Airplane,N721P,MAULE,MX7,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,1.0,VMC,,"The pilot's failure to maintain airplane control during takeoff from an unimproved airstrip, which resulted in a nose-over. ",16-09-2021,11.0,2020.0,2.0
86726,20201116102294,Accident,CEN21LA060,2020-11-12,"Salem, IN",United States,038369N,0086843W,None,Private,Non-Fatal,Substantial,Airplane,N3535A,PIPER,PA22,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilots failure to avoid an obstacle during his approach to land.
",20-08-2021,11.0,2020.0,1.0
86731,20201117102297,Accident,WPR21LA056,2020-11-14,"Howe, ID",United States,435550N,1125617W,,,Non-Fatal,Substantial,Airplane,N8278B,CESSNA,172,No,1.0,Reciprocating,091,,Personal,Jacob Rothgeb,0.0,2.0,0.0,0.0,VMC,,"The pilots failure to maintain clearance from mountainous terrain after an encounter with a downdraft, which resulted in a collision with terrain.",16-09-2021,11.0,2020.0,2.0
86733,20201118102301,Accident,ERA21LA044,2020-11-14,"Ellenville, NY",United States,414340N,0742239W,N89,Joseph Y Resnick Airport,Non-Fatal,Substantial,Airplane,N5179G,CESSNA,305,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,The failure of the right brake master cylinder lock seal spring washer.,,11.0,2020.0,1.0
86737,20201120102312,Accident,ERA21LA048,2020-11-14,"Milton, FL",United States,303757N,0865937W,2R4,Peter Prince Field,Non-Fatal,Substantial,Airplane,N311SV,VANS,RV4,Yes,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to maintain directional control during a crosswind landing.,,11.0,2020.0,2.0
86741,20201203102372,Accident,CEN21LA074,2020-11-15,"Francis, OK",United States,345229N,0963211W,None,Sand Bar - Canadian River,Non-Fatal,Substantial,Airplane,N9111,ZLIN AVIATION,Savage Cub-S,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilots selection of unsuitable terrain for the landing, which resulted in a nose over when the airplane encountered soft sand during the landing roll.",20-08-2021,11.0,2020.0,1.0
86743,20201116102291,Accident,ERA21LA042,2020-11-16,"Advance, NC",United States,355412N,0802816W,,,Non-Fatal,Substantial,Airplane,N451E,REPUBLIC,RC3,No,1.0,,091,,Personal,,0.0,0.0,1.0,0.0,VMC,,,11-12-2020,11.0,2020.0,1.0
86744,20201117102299,Accident,ANC21LA007,2020-11-16,"Colton, OR",United States,004530N,0122922W,,,Fatal,Destroyed,Airplane,N18666,CESSNA,150L,No,1.0,,091,NSCH,Personal,,2.0,0.0,0.0,0.0,IMC,,,09-12-2020,11.0,2020.0,2.0
86746,20201118102302,Accident,CEN21LA062,2020-11-17,"Johnson City, KS",United States,373447N,1013559W,,,Non-Fatal,Substantial,Airplane,N2376N,CESSNA,120,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The pilots improper decision to fly the airplane at too low an altitude resulting in the airplane impacting terrain. 

",20-08-2021,11.0,2020.0,2.0
86747,20201217102428,Accident,WPR21LA071,2020-11-17,"Compton, CA",United States,335328N,1181437W,CPM,COMPTON/WOODLEY,Non-Fatal,Substantial,Airplane,N82V,CO Z,COZY,Yes,,,091,,Personal,,0.0,1.0,0.0,0.0,,,,14-01-2021,11.0,2020.0,1.0
86752,20201119102305,Accident,CEN21LA064,2020-11-19,"El Paso, TX",United States,314826N,1062235W,ELP,El Paso International,Non-Fatal,Substantial,Airplane,N5XY,CESSNA,172,No,1.0,Reciprocating,091,NSCH,Personal,Red Arrow Aviation LLC,0.0,0.0,0.0,2.0,VMC,,"The pilots loss of control on takeoff during a touch and go landing, which resulted in a runway excursion. ",15-07-2021,11.0,2020.0,2.0
86753,20201123102325,Accident,ERA21LA050,2020-11-19,"Cynthiana, KY",United States,382158N,0084170W,0I8,Cynthiana-Harrison County Airp,Non-Fatal,Substantial,Airplane,N6203F,CESSNA,172,No,1.0,Reciprocating,091,,Personal,Lexington Flying Club Inc,0.0,3.0,0.0,0.0,VMC,,"The pilots failure to maintain proper glide path during a visual approach that was conducted at night, resulting in a collision with trees and terrain.",24-08-2021,11.0,2020.0,3.0
86754,20201120102306,Accident,WPR21FA057,2020-11-20,"Arlington, WA",United States,481752N,0012268W,,,Fatal,Destroyed,Airplane,N562TB,BLEVINS KAMRON,Odyssey,Yes,,,091,,Personal,,1.0,0.0,0.0,0.0,,,,08-12-2020,11.0,2020.0,1.0
86755,20201123102324,Accident,ERA21LA049,2020-11-20,"Lititz, PA",United States,040716N,0761757W,LNS,Lancaster Airport,Non-Fatal,Substantial,Airplane,N9086W,PIPER,PA28,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,0.0,VMC,,"The pilots inadvertent attempt to takeoff on a taxiway, rather than a runway, which resulted in a collision with a fence during takeoff.",31-08-2021,11.0,2020.0,1.0
86758,20201123102327,Accident,WPR21LA059,2020-11-21,"Twentynine Palms, CA",United States,003484N,1155731W,TNP,29 Palms Airport,Non-Fatal,Substantial,Airplane,N878AH,CESSNA,TU206,No,1.0,,091,,Personal,,0.0,0.0,0.0,6.0,VMC,,,09-12-2020,11.0,2020.0,6.0
86761,20201123102332,Accident,ERA21LA052,2020-11-23,"Hollywood, FL",United States,026010N,0080144W,HWO,North Perry Airport,Fatal,Substantial,Airplane,N3UH,LANCAIR,LEGACY FG,Yes,1.0,,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,,16-12-2020,11.0,2020.0,1.0
86762,20201215102416,Accident,CEN21LA087,2020-11-23,"Gilliam, LA",United States,324925N,0935042W,,,Non-Fatal,Substantial,Airplane,N2569M,PIPER,PA12,No,,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,Unk,,"The non-instrument rated pilots encounter with poor weather conditions resulting in his performing a precautionary landing to a cornfield and subsequently nosing over. 

",31-08-2021,11.0,2020.0,1.0
86763,20201124102335,Accident,ERA21LA053,2020-11-24,"Deltaville, VA",United States,373423N,0762125W,,,Fatal,Substantial,Airplane,N35AW,BEECH,V35,No,1.0,,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,,10-12-2020,11.0,2020.0,1.0
86764,20201125102338,Accident,ERA21LA054,2020-11-24,"Greenville, SC",United States,344431N,0082231W,GYH,Donaldson Field Airport,Non-Fatal,Substantial,Airplane,N5566J,PIPER,PA32,No,1.0,,091,,Personal,,0.0,0.0,2.0,0.0,VMC,,,15-01-2021,11.0,2020.0,2.0
86768,20201127102340,Accident,CEN21LA067,2020-11-26,"Telluride, CO",United States,375657N,1075319W,TEX,Telluride Regional Airport,Fatal,Substantial,Airplane,N87LW,VANS,RV4,Yes,1.0,,091,,Personal,,2.0,0.0,0.0,0.0,VMC,,,04-12-2020,11.0,2020.0,2.0
86770,20210112102518,Accident,CEN21LA111,2020-11-26,"Hollister, MO",United States,363146N,0931154W,BBG,BRANSON,Non-Fatal,Substantial,Airplane,N182PP,CESSNA,T182T,No,1.0,Reciprocating,091,,Personal,Private Individual,0.0,0.0,0.0,1.0,IMC,,"The pilots failure to maintain proper airspeed control during an instrument approach in instrument meteorological conditions, which led to a bounced landing, collapsing the nose landing gear, and resulting in substantial damage.",22-09-2021,11.0,2020.0,1.0
86772,20201130102351,Accident,ERA21LA057,2020-11-27,"Sanford, NC",United States,353457N,0007965W,TTA,Raleigh Executive Jetport at S,Non-Fatal,Substantial,Airplane,N53587,CESSNA,172,No,1.0,Reciprocating,091,NSCH,Personal,"Chapel Hill Flying Club, Inc",0.0,0.0,0.0,1.0,VMC,,"The pilot's loss of directional control during takeoff in crosswind conditions, which resulted in a runway excursion and impact with terrain. ",20-08-2021,11.0,2020.0,1.0
86773,20201130102349,Accident,CEN21LA068,2020-11-28,"French Lick, IN",United States,383015N,0086399W,FRH,French Lick Municipal Airport,Non-Fatal,Substantial,Airplane,N5242W,PIPER,PA28,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,0.0,VMC,,"The pilots improper in-flight decision making which resulted in a total loss of engine power due to fuel starvation.
",20-08-2021,11.0,2020.0,1.0
86774,20201130102350,Accident,CEN21LA069,2020-11-28,"Ottawa, KS",United States,383259N,0951457W,,,Non-Fatal,Substantial,Airplane,N3318K,GLOBE,GC1A,No,,Reciprocating,091,,Personal,,0.0,1.0,0.0,0.0,VMC,,"The student pilots failure to maintain attain proper pitch attitude of the airplane causing it to exceed its critical angle of attack, enter an aerodynamic stall, and subsequently impact terrain, and his poor decision making and lack of experience that led him to attempt the takeoff from the road.
",20-09-2021,11.0,2020.0,1.0
86775,20201201102353,Accident,ERA21LA058,2020-11-28,"Georgetown, DE",United States,384112N,0752139W,GED,Delaware Coastal Airport,Non-Fatal,Substantial,Airplane,N7596B,CHAMPION,7FC,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,The pilots failure to maintain airplane control while on landing in gusting crosswind conditions.,,11.0,2020.0,1.0
86777,20201203102371,Accident,ERA21LA060,2020-11-29,"Northhampton, NY",United States,043107N,0741050W,NONE,NONE,Non-Fatal,Substantial,Airplane,N9721N,CHAMPION,7EC,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilots loss of airplane control during an off-airport landing on soft sand, which resulted in a nose over.",20-08-2021,11.0,2020.0,1.0
86778,20201203102374,Accident,ERA21LA061,2020-11-29,"Bellefonte, PA",United States,040538N,0774858W,N96,BELLEFONTE,Non-Fatal,Substantial,Airplane,N8056N,PIPER,PA28,No,1.0,Reciprocating,091,,Personal,PLEASANT VALLEY AVIATION INC,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain directional control while landing, which resulted in a runway excursion. ",20-08-2021,11.0,2020.0,1.0
86783,20201209102388,Accident,CEN21LA079,2020-12-01,"San Antonio, TX",United States,292342N,0982916W,8T8,San Geronimo Airpark,Non-Fatal,Substantial,Airplane,N322SL,HUTSON,Star-Lite,Yes,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,The pilots decision to land on a soft terrain which resulted in the failure of the nose landing gear.,,12.0,2020.0,1.0
86789,20201203102368,Accident,CEN21LA073,2020-12-03,"Arden Hills, MN",United States,045253N,0931115W,,,Non-Fatal,Substantial,Airplane,N28067,BELLANCA,17-30A,No,1.0,,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,,16-12-2020,12.0,2020.0,2.0
86790,20201203102370,Accident,ANC21LA008,2020-12-03,"Juneau, AK",United States,582117N,1343442W,JNU,JUNEAU INTL,Non-Fatal,Substantial,Airplane,N4900C,PIPER,PA18,No,1.0,Reciprocating,091,,Personal,Bradley Rider,0.0,0.0,0.0,1.0,VMC,,"The solo student pilots failure to maintain directional control during taxi in strong crosswind conditions, which resulted in a loss of control and subsequent impact with a ditch. ",19-10-2021,12.0,2020.0,1.0
86796,20201206102378,Accident,CEN21LA075,2020-12-06,"Windom, MN",United States,435723N,0009576W,MWM,Windom Municipal Airport,Fatal,Destroyed,Airplane,N8178Y,PIPER,PA32,No,1.0,,091,,Personal,,1.0,0.0,0.0,0.0,IMC,,,17-12-2020,12.0,2020.0,1.0
86797,20201208102381,Accident,ERA21LA062,2020-12-06,"South Boston, VA",United States,364155N,0078545W,,,Non-Fatal,Substantial,Airplane,N2674H,ERCOUPE,415,No,1.0,,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,,16-12-2020,12.0,2020.0,1.0
86798,20201209102391,Incident,ERA21LA065,2020-12-06,"Leesburg, VA",United States,039441N,0773327W,JYO,Leesburg Executive Airport,Non-Fatal,Minor,Airplane,N282ST,PIPER,PA46,No,1.0,,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,,25-03-2021,12.0,2020.0,1.0
86799,20201211102401,Accident,ERA21LA067,2020-12-06,"Milton, FL",United States,303815N,0865937W,2R4,Peter Prince Field Airport,Non-Fatal,Substantial,Airplane,N78329,PIPER,PA23,No,2.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilots failure to attain a proper touchdown point and his landing with a high approach speed, which resulted in a runway overrun.",20-08-2021,12.0,2020.0,1.0
86800,20201208102386,Accident,CEN21LA078,2020-12-07,"Sadler, TX",United States,334055N,0965041W,,,Non-Fatal,Substantial,Airplane,N423WH,VANS,RV4,Yes,,,091,,Personal,,0.0,0.0,1.0,0.0,VMC,,,18-12-2020,12.0,2020.0,1.0
86801,20201209102387,Accident,WPR21LA067,2020-12-08,"Dillon, MT",United States,451553N,0112335W,DLN,Dillon Airport,Non-Fatal,Substantial,Airplane,N46017,CESSNA,172,No,1.0,Reciprocating,091,,Personal,Ridgeview Aviation,0.0,0.0,1.0,0.0,VMC,,"The student pilots exceedance of the airplanes critical angle attack during an attempted go-around, which resulted in an aerodynamic stall. ",20-08-2021,12.0,2020.0,1.0
86802,20201209102390,Accident,CEN21LA080,2020-12-08,"Hitchcock, TX",United States,292035N,0095016W,KGLS,Scholes International Airport,Fatal,Destroyed,Airplane,N69HF,VANS,RV6,Yes,,,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,,05-01-2021,12.0,2020.0,1.0
86804,20201221102444,Accident,ERA21LA084,2020-12-09,"Blountstown, FL",United States,302913N,0085650W,F95,CALHOUN COUNTY,Non-Fatal,Substantial,Airplane,N706SF,FORD STEPHEN L,SUPER CHIEF,Yes,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain directional control of the airplane during the landing. ,,12.0,2020.0,1.0
86809,20201211102400,Accident,WPR21LA068,2020-12-10,"Ogden, UT",United States,411217N,1115956W,,,Non-Fatal,Substantial,Airplane,N577CP,CIRRUS DESIGN CORP.,SR22,No,1.0,,091,,Personal,,0.0,0.0,1.0,0.0,VMC,,,18-12-2020,12.0,2020.0,1.0
86810,20201211102403,Accident,CEN21LA085,2020-12-10,"Manvel, TX",United States,292915N,0951853W,,,Non-Fatal,Substantial,Airplane,N2238K,LUSCOMBE,8,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,1.0,0.0,VMC,,"The pilots failure to maintain clearance from power lines during his attempted landing and his loss of situational awareness that led to him to misidentify a pipeline field for the landing airpark. 
",22-09-2021,12.0,2020.0,1.0
86811,20201214102412,Accident,ERA21LA074,2020-12-11,"Dexter, ME",United States,045016N,0691415W,1B0,Dexter Regional Airport,Non-Fatal,Substantial,Airplane,N19801,CESSNA,172,No,1.0,Reciprocating,091,,Personal,Dexter Aero Club,0.0,0.0,0.0,1.0,VMC,,"The pilots loss of directional control while landing, which resulted in an encounter with snow and subsequent nose over.",20-08-2021,12.0,2020.0,1.0
86812,20201216102419,Accident,ERA21LA075,2020-12-11,"Durham, NC",United States,036127N,0784259W,8NC8,Lake Ridge Aero Park Airport,Non-Fatal,Substantial,Airplane,N7094T,KOLB,FIRESTAR,No,1.0,,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,,22-01-2021,12.0,2020.0,1.0
